judge_score,tp,fp,fn,justification,main_category,nct_id
4,11.0,0.0,0.0,"All criteria are present; however, the second exclusion criterion contains stray escape sequences (""\b\b\b\b\u2264"") instead of the proper ""≤"" symbol, representing a minor formatting error. No omissions, hallucinations, or logical distortions were found.",,NCT05558696
2,9.0,1.0,1.0,"All 10 exclusion criteria are correctly extracted. Inclusion criteria are mostly accurate, but the first criterion changes the required duration from ""≥12 months"" to "">12 months"", which is a logical distortion of the original requirement. Additionally, the extracted list contains extra quotation marks and escaped characters, representing minor formatting issues. Because of the logical distortion, the extraction receives a score of 2. True positives = 9 (exact matches), false positives = 1 (distorted first inclusion criterion), false negatives = 1 (the exact original wording of the first inclusion criterion is missing).",Distortion,NCT03416270
5,6.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting errors.",,NCT02793180
5,5.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, logical distortions, or formatting errors.",,NCT02803879
5,29.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text. All items are present, none are missing, no extra (hallucinated) items are introduced, and the meaning of each criterion is preserved. Formatting is correct JSON arrays.",,NCT04722562
2,12.0,1.0,1.0,"The extracted inclusion criteria contain a logical distortion: the ejection fraction condition is rendered as ""(ejection fraction \ny 45%)"" missing the required ""≤"" sign, which changes the eligibility threshold. This also introduces a formatting issue (newline). Consequently, the correct raw criterion ""ejection fraction ≤ 45%"" is not accurately captured (FN) and the malformed version counts as a false positive (FP). All other inclusion items and all exclusion items are correctly extracted with no omissions or hallucinations.",Distortion,NCT01213862
5,8.0,0.0,0.0,"The extracted inclusion and exclusion lists contain all items from the original eligibility text with no omissions, hallucinations, or logical distortions. Formatting is appropriate for JSON arrays.",,NCT02444403
5,6.0,0.0,0.0,"All inclusion and exclusion criteria are present, accurate, and no extra or missing items. No logical distortions, hallucinations, or formatting errors detected.",,NCT04757142
5,7.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added items, and no distortion of meaning. Formatting differences are negligible and do not affect content fidelity.",,NCT05791669
4,21.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present and correctly captured. No items are missing, added, or logically altered. The only issues are minor formatting artifacts (e.g., escaped Unicode sequences) in the extracted strings, which do not affect the semantic content.",,NCT02045459
2,32.0,1.0,0.0,"The extracted inclusion and exclusion criteria are largely complete and contain no hallucinated items. All exclusion criteria are accurately captured. In the inclusion list, the eGFR criterion is incorrectly rendered as "">=60"" instead of the required upper limit ""<=60"", representing a logical distortion of the numeric bound. This single distortion leads to a major logical error, lowering the overall score to 2. No items are omitted or added beyond the source text.",Distortion,NCT04595370
2,17.0,2.0,2.0,"All exclusion criteria are extracted correctly. Inclusion criteria are mostly correct, but two items are logically distorted: the AV conduction criterion uses 'PR interval ≥200 ms' instead of the required '≤200 ms', and the ejection fraction criterion uses '≥35%' instead of '≤35%'. These distortions count as false positives (incorrect statements) and false negatives (the correct statements are missing). No omissions or hallucinations were found.",Distortion,NCT04180696
5,8.0,0.0,0.0,"The extracted inclusion and exclusion lists exactly match the raw eligibility criteria with no missing items, no added items, and no alterations in meaning or wording. Formatting is consistent with the source text.",,NCT03401203
5,3.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the original text with no omissions, hallucinations, distortions, or formatting problems.",,NCT01515670
5,12.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly phrased, and no extra or missing items are detected. Minor formatting differences (e.g., >= vs ≥, x vs ×) do not affect correctness.",,NCT03227770
2,4.0,1.0,1.0,"The exclusion criteria are extracted perfectly. In the inclusion criteria, the second item is correctly captured, but the first item is corrupted ('age "".18 years')—the ≥ sign is missing and extraneous characters are added, altering the meaning. This constitutes a logical distortion rather than a simple formatting typo. Consequently, there is one false positive (the malformed age criterion), one false negative (the correct age ≥18 years statement is absent), and the overall extraction quality falls to a major distortion level.",Distortion,NCT02764073
4,11.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists. The only issues are minor formatting inconsistencies, such as the escaped "">="" symbol for the age criterion and slight singular/plural wording differences, but no content is omitted, distorted, or hallucinated.",,NCT05236673
4,4.0,0.0,0.0,"All four inclusion criteria and three exclusion criteria are present and accurate. The only issue is a minor formatting difference (a trailing period in the last inclusion item). No omissions, hallucinations, or logical distortions were found.",,NCT02349997
5,14.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present, correctly worded, and no extra or missing items were introduced. No logical distortions or formatting problems detected.",,NCT03457623
5,12.0,0.0,0.0,"The extracted inclusion and exclusion criteria exactly match the raw eligibility text. All items are present, correctly worded, and no extra or missing criteria are observed. No logical distortions, hallucinations, or formatting problems are detected.",,NCT00687687
5,11.0,0.0,0.0,"All inclusion and exclusion criteria from the raw text are present in the extracted lists with no missing items, no added (hallucinated) items, and no logical distortions. Minor formatting variations (extra leading phrases) do not constitute errors.",,NCT01160536
2,3.0,4.0,2.0,"The extraction captured the first three inclusion criteria correctly (chest pain, normal troponins, non‑diagnostic ECG). However, the age criterion and the cardiovascular risk factor/Duke score criterion were broken into fragmented strings (""Age \"""", ""\""50 years"", ""\"", \"" 1 cardiovascular risk factor ..."", ""\""20%""), resulting in four false‑positive items and two missing true criteria. Exclusion criteria were extracted perfectly. The major omission of two essential inclusion items and the formatting distortion lead to a score of 2.",Omission,NCT02014311
